Producto;Descripcion;Unidad;C. UNIT; C. UNIT.2 
20.97.01.001;HY SWIRL RING PMX 65A/85A;UND;81.18 ;81.18
603.01.913;FLUDIFICADOR  MPS- B  COD. 237 264;UND;82.07 ;82.07
20.90.18.007;Gear A  24PCS;UND;82.10 ;82.1
20.90.18.008;Gear B  24PCS;UND;82.10 ;82.1
603.05.057;SLIDE BLOCK THK SHS25;UND;82.14 ;82.13875
20.90.20.004;HUB - MOTOR SPROCKET (349123);UND;83.45 ;83.45
13.44.01.1805;SENSOR INDUCTIVO MODELO PM18 – 05P-S MARCA FOTEK;UND;83.90 ;83.9
801.15.1465;RETEN NEUMATICO Øext 153mm Øint 133mm Altura 13mm;UND;84.75 ;84.746667
25.33.01.080;FRESA CARBURADA DE ESPIGA RECTA Ø 8MM;UND;85.20 ;85.19982
OCONS0105000099;LIMPIADOR DESENGRASANTE QUICK ORANGE 1 GL;UND;85.28 ;85.2825
19.04.04.001;CINTA DE DOBLE CONTACTO;UND;86.10 ;86.1033
25.33.01.060;FRESA CARBURADA DE ESPIGA RECTA Ø 6MM;UND;86.93 ;86.93082
603.03.057.001;Conexión manguera (387827) Equipo Gema Opti flex F;UND;88.17 ;88.17
603.01.996;TUBO DEL POLVO COMPLETO COD 1001339;UND;88.93 ;88.92857129
13.98.01.006;CASET PANEL SECCIONAL 610x40 INFERIOR IZQUIERDO;UND;89.15 ;89.1475
13.98.01.008;CASET PANEL SECCIONAL 610x40 INTERMEDIO IZQUIERDO;UND;89.15 ;89.1475
13.98.01.005;CASET PANEL SECCIONAL 610x40 INFERIOR DERECHO;UND;89.15 ;89.1475
13.98.01.007;CASET PANEL SECCIONAL 610x40 INTERMEDIO DERECHO;UND;89.15 ;89.1475
604.03.016;LAMPARA PARA CAMPANA 400W-200V, 60Hz;UND;89.97 ;89.966
604.05.463.01;CONECTOR ELECTRICO 6 PINES HEMBRA  Y MACHO - 16 A;UND;90.20 ;90.204
603.02.492;Nut,Mod.MU HP, NºP0591-1095-00001;UND;90.55 ;90.55
13.14.2.02.040;LLAVE TERMICA P/GRAPA TRIFASICO 40A 220 VAC (GENERAL ELECTRIC);UND;91.01 ;91.01
54.01.006;RASCADOR 94-98-15;UND;92.23 ;92.23
20.97.01.002;HY SWIRL RING PMX 65A/85A(220857);UND;92.59 ;92.59166667
13.24.04.006;FUSIBLE GP10 (DAITO) - 1.0 Amp.;UND;92.62 ;92.624
801.15.3054;SENSOR PARA ANTORCHA HYPERTHERM 85;UND;93.00 ;93
13.30.05.03.006;CONTACTOR LC1D12 D/BOBINA 1NA+1NC 220V 50/60HZ;UND;93.33 ;93.33
603.05.013;EMPALME MANGUERA COMPLETO Ø 6/4 mm (versión en acero) 1004184  equipo gema;UND;93.34 ;93.335
604.04.398;PULSADOR ROJO NC LUMINOSO 220 VAC 22MM;UND;93.99 ;93.9875
15.97.01.007;SMS FILTER ELEMENT AFM40-04D-A;UND;94.00 ;94
13.44.12.1225;SENSOR INDUCTIVO 3 HILOS,22 mm, 30 VDC, PNP, CABEZA ROSANTE;UND;94.07 ;94.068
12.75.02.100.2;ESCARIADOR MANUAL 6 MM;UND;94.24 ;94.24
604.01.086;CONTACTOR LC1D12;UND;95.50 ;95.503333
604.04.607;LLAVE TERMOMAGNETICA 3x32AMP 220/400V  C/RIEL DIN SHNEIDER;UND;95.60 ;95.59784921
604.01.089;LLAVE TERMOMAGNETICA 3X16A/20KA - 220VAC/DIN;UND;95.61 ;95.6075
606.01.777;TINTA HP 920 COLOR BLACK COD CD971A;UND;95.70 ;95.69981641
13.39.220.001;BOBINA 220 VAC P/CONTACTOR LC1-D32 SCHNEIDER;UND;96.12 ;96.12
801.02.3804;GRASA SKF LGMT 2/1 ENVASE DE 1 KG;UND;96.14 ;96.13666667
13.30.01.012.220;CONTACTOR LCD12 220 VAC;UND;96.42 ;96.4225
602.01.125;Respirador de Silicón 7502 de Media Cara de 3M;UND;96.52 ;96.5153337
601.01.108;EMPALME MANGUERA COMPLETO Ø 6/4 mm (versión en acero) Nº1004184 ;UND;96.78 ;96.775
801.15.7016;LUBRICANTE LPS FORCE 842 (11OZ);UND;97.32 ;97.32375
15.81.03.001;"ACOPLE DE GARRA DE 1-1/4"" CLEMCO ROSCA HEMBRA- NYLON";UND;97.39 ;97.39
602.02.1018;"POLEA  ALUMINIO  Ø4"" CON 5 CANALES DE  ½""";UND;97.49 ;97.49
13.98.01.009;BISAGRA LATERAL+PORTAR REF. 25234.1;UND;97.69 ;97.691
800.01.039;LÁMINAS PARA ENMICAR A3 (100 UNIDADES POR PAQUETE) 125 MICRONES;UND;98.00 ;98
13.36.01.003;BANDEJA DE ACERO INOXIDABLE PEDILUVIO;UND;98.36 ;98.36333333
801.15.1452;PULSADOR LUMINOSO RASANTE VERDE 22mm 24V NA+NA (SCHNEIDER);UND;98.65 ;98.654
18.33.004.03;MANGO DE PISTOLA - WELDING TORCHES  ( GUN  HANDLE);UND;99.10 ;99.1
603.05.010;OPTIFLOW HOSE CONNECTOR (GEMA);UND;99.44 ;99.44265451
603.02.461;ROUND JET NOZZLE CPL NS04-11 COD. 1008150. GEMA;UND;100.00 ;100
604.05.369;"MANGUERA DE 1/4"" X 1 M, 225 BAR";UND;100.00 ;100
604.05.60;RELE DE 4 PINES;UND;101.51 ;101.5127429
RPTS01S03000631;PS 140-119-8.1 PISTON SEAL PTFE 2PC BS;UND;101.69 ;101.694915
21.76.01.001;DOBLE TUBO CROMADO P/ASPIRADORA CHASQUI;UND;101.99 ;101.9899999
12.46.03.140;JUEGO DE MACHOS 1/4 NC;UND;102.23 ;102.23286
602.01.052;ARNES 3M 6897 P/RESPIRADOR 6800 P/MASCARA PANORAMICA;UND;102.46 ;102.45895
21.31.7.030.080;Resorte Coreano  Ø30 x 80mm ( MOULD SPRING);UND;102.78 ;102.7816
603.01.227;ROTULA DE BRONCE Ø 15 mm x 50 mm ato aprox.;UND;103.00 ;103
15.51.003;Manguito roscado (GEMA – 387 819);UND;103.73 ;103.7331857
801.15.4379;CHUMACERA SKF UCFL-206 Ø30MM BRIDA;UND;103.97 ;103.96875
13.44.08.001;SENSOR TLE XCKM 115 / TELEMECANIQUE;UND;105.48 ;105.48
603.02.148.1;CHUMACERA UCFA206 NTN;UND;105.55 ;105.553333
20.90.46.001;EXPANSION SLEEVE  Ø 47 X Ø 20;UND;106.54 ;106.54
28.53.01.002;Audífonos inalámbricos bluetooth.;UND;106.65 ;106.654
9.54.01.008;RASCADOR 132-139-15;UND;106.82 ;106.82
409.99.115;CERRADURA PARA RADIO SHUTLLE WAP;UND;106.84 ;106.8371429
15.47.01.005;RETEN NEUMATICO 210-180-15;UND;107.17 ;107.1666667
0113.14.2.06.051;CONTACTOR  CAD32 - 3NA+2NF 24VAC (SCHNEIDER);UND;107.95 ;107.9541667
602.01.0801;repuesto de visor AIR P/ mascara panorámica;UND;108.00 ;107.9981818
28.05.03.128;MEMORIA COMPACTFLASH INDUSTRIAL 128 MB;UND;108.21 ;108.213333
85.05.100.001;RUEDA DE CORTE PARA COBRE Y ACERO INOXIDABLE (PARA CORTADORA DE TUBOS);UND;109.00 ;109
801.15.4025;SELLOS - 923650;UND;109.73 ;109.73
21.30.5.006;CHUMACERA DE PIE P-209 ( Ø 45 MM );UND;109.86 ;109.86304
15.50.01.50.0011.02;CILINDRO DOBLE EFECTO AIRTAC MODEL: SC50 X75;UND;109.97 ;109.97
18.33.004.10;GUIA LINEAL DE DEZPLAMIENTO ( LINEAR GUIDE 2 GUIDE );UND;109.97 ;109.97
RPTS01S03000628;RH 180-205-15 A101 PU RETEN HIDRAULICO;UND;110.17 ;110.169492
13.01.23.004;SENSOR DE TEMPERATURA TIPO J;UND;110.17 ;110.17
20.12.003;PISADOR CIEGO ESTACION C - PUNZONADORA;UND;110.30 ;110.296667
603.02.489;Spatter protection plate,Mod. ZM ProCutter PP, NºP0595-59619;UND;110.57 ;110.565
603.02.493;Auxiliary tool,Mod.WH 1090,Nº P0001-090-00001;UND;110.58 ;110.58
603.02.916;CHUMACERA DE 1 1/2 UCF208-24;UND;110.94 ;110.935
801.01.233;EXTENSION GRASERA MANGUERA;UND;111.00 ;111
9.41.2.11.08;TINTA HP OFFICEJET PRO 8600 951XL YELLOW CN052S;UND;111.00 ;111.0027006
603.05.014;EMPALME MANGUERA COMPLETO Ø 8/6 mm (versión en acero) 1004183 equipo gema;UND;111.45 ;111.4483333
605.03.681.01;BATERIA DE LITHIUM + CR17335 3V;UND;111.90 ;111.9
13.14.2.02.042;LLAVE TERMICA P/GRAPA TRIFASICO 50A 220VAC;UND;112.06 ;112.06
9.41.2.11.11;TINTA HP OFFICEJET PRO 8600 951XL MAGENTA CN050S;UND;112.42 ;112.4222619
13.34.01.001;TEMPORIZADOR ELECTRÓNICO 0A 30 SEG PARA RIEL;UND;112.45 ;112.4478571
9.41.2.11.18;TINTA HP OFFICEJET PRO 8600 951XL CYAN CN51S;UND;112.92 ;112.9186613
801.15.1576;Faja Trapezoidal C-210 (C53921) - OPTIBELT;UND;113.94 ;113.9425
28.11.03.003;TARJETA WIRELLES PCI EXPRESS 2.0;UND;114.27 ;114.2674445
25.23.01.001;DIAMANTE P/RECTIFICADORA;UND;114.41 ;114.406667
801.06.413;MEDIDOR DE ELECTRICIDAD TRIFASICO INDUSTRIAL;UND;114.75 ;114.75
603.02.243;ELECTRODO PICO DE LORO;UND;115.00 ;115
15.47.01.007;RETEN NEUMATICO Ø 112-125-9;UND;116.48 ;116.479
602.02.997;JUEGO DE MACHOS 5/16 NC;UND;119.27 ;119.2659
604.04.394;PULSADOR DOBLE LUMINOSO METALICO 1NA+1NC, 240VAC, XB4BW73731M5;UND;119.32 ;119.3199998
13.14.2.02.043;LLAVE TERMICA P/GRAPA TRIFASICA 63A 220VAC;UND;119.94 ;119.94
801.01.206.01;POTENCIOMETRO DE PRECISION DE 10 KOHMIOSPLACA TIPO DIN;UND;120.00 ;120
12.02.07.060;BROCA CARBURADA 6 MM;UND;120.00 ;120
603.02.488;Pressing Ring Cartridge Protective Window,Mod.ZM ProCutter WK OG PR, NºP0595-58618;UND;121.26 ;121.264
13.57.01.001;SWITCH FINAL C/ ROLDANA DE ACERO “XCKM 102” MARCA SHCNEIDER E.;UND;121.34 ;121.34
13.29.01.002;FINAL DE CARRERA XCK M102;UND;121.34 ;121.34
12.73.03.020;FRESA ESPIGA 4 FILOS CARBURADA Ø 10 X 70 MM;UND;121.83 ;121.82778
13.52.01.400;BALASTRO REACTOR P/LAMP. H. MET. 400W 220V - 60HZ – PHILIPS.;UND;121.91 ;121.9102488
20.10.04.020;MATRIZ ULTRA TEC ESTACION A REDONDO 4,00+0.17MM;UND;123.28 ;123.284
20.10.04.019;MATRIZ ULTRA TEC ESTACION A REDONDO 4,00+0.23MM;UND;123.28 ;123.284
605.02.103;BARRA CROMADA DIAMETRO 16 MM X 1000MM;UND;123.78 ;123.781383
1CAHE.0001.0002;CAJA METALICA DE HERRAMIENTAS DE 3 NIVELES;UND;125.00 ;125
601.01.017;TONER HP CB436A NEGRO PARA IMPRESORA M1120;UND;125.85 ;125.8538888
15.19.022;RODAMIENTO SEGUIDOR DE LEVA KR 30;UND;126.50 ;126.4996213
604.04.995;RESISTENCIA DE FRENADO PARA VARIADOR TECO MODELO:E310-201-H3(0.75KW);UND;127.12 ;127.12
603.01.198;PORTA PUNTA ABIROB A500 CZ - ROBOT JRM;UND;127.76 ;127.76439
20.90.20.001;HUB - AUGER SPROCKET (349119);UND;128.11 ;128.11
603.04.45.01;PISTON NEUMATICO 25X125 -S;UND;128.82 ;128.8175557
28.11.02.951;TARJETA DE RED-TP-LINK TL-WN951N (300 MBPS WIRELESS N PCI);UND;130.13 ;130.13
15.19.026.01;RODAMIENTO DE BOLAS CON COLLAR DE BLOQUEO EXCENTRICO 1100 KRR MARCA TINKEN;UND;130.57 ;130.5739287
606.02.156;DISPENSADOR P/PAPEL TOALLA;UND;131.00 ;131
605.03.402.1;AIR FILTER COD: 42191031;UND;132.13 ;132.13
604.04.038;LLAVE TERMOMAGNETICA P/RIEL 3X20 AMP;UND;134.65 ;134.652
409.09.027;CADENA PIN HUECO PASO 50MM S/M SIFAP;UND;135.00 ;135
603.02.250.01;MANGA  COLECTOR DE POLVO  - Ø 30 CM X 230CM;UND;135.10 ;135.1
603.02.462;Protective Windows Ø37 D7 PRECITEC, Mod.OG Y D37 d7;UND;135.22 ;135.2225
20.97.02.002;HY CAP PMX 65A/85A(220854)                                ;UND;135.29 ;135.288
604.04.610;LLAVE TERMOMAGNETICA 3X50 AMP GSB2 C-50 415V;UND;136.76 ;136.76
602.02.950;"TERRAJA DE Ø 3/8"" NC";UND;136.94 ;136.935
28.02.12.041;Memoria RAM DDR3 8GB;UND;139.01 ;139.01325
9.54.01.011;SELLO METALICO TC USA 25002254;UND;139.43 ;139.425
20.12.004;PISADOR CIEGO ESTACION D - PUNZONADORA;UND;139.97 ;139.97
13.01.23.006;Sensor de temperatura hermetico Tipo K;UND;140.00 ;140
20.90.24.007;MOTOR PULLEY HUB (349114);UND;140.33 ;140.33
801.09.060;PEAK REFRIGERANTE LONG LIFE 50% (5 GL);UND;142.06 ;142.06
603.01.048;CUELLO DE GANZO CORTO 7G TBI-501 - NACIONAL;UND;142.13 ;142.12692
15.19.026;RODAMIENTO DE RODILLOS ESFERICOS 22210;UND;142.64 ;142.6375
603.04.45.02;PISTON DNC - 32 -25- PPV- A  MARCA ( FLUIDAC);UND;143.40 ;143.3958335
RPTS01S09000009;PUNZON DE CORTE L= 94mm D=15.5mm RF-002       ;UND;143.43 ;143.43
801.15.5562;"G-209 GRILLETE DE ACERO FORJADO ANCLA TIPO LIRA  7/8"" 6.5 T FS 6:1SRL";UND;143.75 ;143.74724
606.02.507.1;RESORTE VERDE EXT. 35MM, INT.18MM, LONG. 80MM, PASO 8.7MM, ESP.ALAMBRE 8.5MMx5.7MM;UND;144.79 ;144.794
HERRMEC01000126;BROCA CORONA CARBURADA 19 X 50MM;UND;144.82 ;144.82066
602.02.1006;"POLIURETANO Ø2"" X 0.50mts";UND;145.00 ;145
801.15.4017;CONJUNTO DE CABLES ENCENDIDO - 2822859;UND;145.31 ;145.31
603.02.500;RELOJ DIGITAL PARA PARED;UND;145.32 ;145.3245453
603.04.450;MINI PISTON MODELO PB16X30U;UND;146.69 ;146.69
RPTS01S09000008;PUNZON DE CORTE L= 94mm D=16mm RF-002      ;UND;146.85 ;146.845
21.76.01.002;MANGUERA FLEXIBLE DE 3 MT PARA ASPIRADORA CHASQUI;UND;148.38 ;148.3794286
603.02.494;Sealing,Mod.ZM ProCutter DF, Nº P0595-59131;UND;148.68 ;148.68
605.03.622;PULSADOR DE EMERGENCIA - XB4BS8442 - 1 NC;UND;148.72 ;148.7157667
801.15.3055;INTERRUPTOR PARA ANTORCHA HYPERTHERM 85;UND;148.80 ;148.8
603.05.040;TUBO DE ASPIRACION COMPLETO CP: 390130;UND;149.25 ;149.245
20.97.02.001;HY CAP PMX 65A/85A;UND;149.57 ;149.572
603.05.001;"TUBO DE ASPIRACION COMPLETO ""GEMA"" COD:33-9130";UND;150.05 ;150.0510002
15.15.05.005;"MANOMETRO VERTICAL  DIAL 2 1/2"" C/G 400/6000BAR/PSI 1/4 NPT";UND;151.39 ;151.39
20.53.02.120.220;"ELECTROVALVULA 3/2 – ½"" BOBINA 220VAC.";UND;152.04 ;152.035
801.01.262;DETECTOR DE FASE  FOTEK PVR-3;UND;152.54 ;152.54
RPTS01S03000627;PS 190-169-8.1 PISTON SEAL PTFE 2PC BS;UND;152.54 ;152.542373
801.15.1464;RETEN NEUMATICO Øext 360mm Øint 329mm Altura 14mm;UND;152.54 ;152.543333
20.90.12.007;DRIVE SHAFT HUB (349128);UND;153.05 ;153.05
606.01.015;TONER HP 1020 COD Q2612A;UND;153.27 ;153.2665409
801.15.4024;OJAL - 922826;UND;154.69 ;154.69
604.04.356;RELE TERMICO 3Ø DE RANGO DE 2 - 4A;UND;156.30 ;156.295
20.11.04.05.001;MATRIZ SQ 5 – PUNZONADORA;UND;156.36 ;156.3592857
601.02.004;BALON STARGOLD 20 AGAMIX - 10 MT3;UND;156.43 ;156.4285714
409.18.905.04;RODAMIENTO CONICO 32014-X;UND;157.24 ;157.235
801.15.3224;Relay de 4 pines 24V 70A;UND;157.50 ;157.5
25.33.01.012;FRESA CARBURADA DE ESPIGA RECTA Ø 12MM;UND;159.29 ;159.28662
RPTS01S03000619;BOCINA D=36mm L=17.6mm RF-002       ;UND;160.51 ;160.505
20.90.74.001;Tip bearing  EG-22;UND;161.55 ;161.55375
20.90.67.001;Remote Controll Receiving Aerial  1000mm;UND;161.57 ;161.57
605.03.402;FILTRO DE AIRE;UND;161.75 ;161.75
20.10.02.30.001;PUNZÓN RD 30 – PUNZONADORA;UND;161.93 ;161.9301765
20.90.52.005;LIFTING WHEEL 100 X 50;UND;163.08 ;163.0750003
603.02.941;CHUMACERA F-208;UND;164.34 ;164.3376669
603.02.021;CRUCETA FLEXIBLE DE POLIURETANO  -SPIDEX 28 (CORONA DENTADA);UND;165.00 ;165
20.90.20.005;HUB - MOTOR SPROCKER (MANGUITO DE REDUCTOR) - 349126;UND;166.67 ;166.665
RPTS01S03000618;BOCINA D=36.85mm L=17.6mm RF-002       ;UND;167.34 ;167.335
604.03.478;BOBINA AC220V, MF J10 -27YC, 3 PINES;UND;168.35 ;168.35
RPTS01S10000530;UNIDAD FR QBM1 1/4 10BAR 40M       ;UND;168.96 ;168.958313
801.15.4026;TAPA DE ACEITE - 922197;UND;170.57 ;170.57
602.01.063;REPUESTO DE VISOR 3M 6898 P/MASCARA PANORAMICA;UND;172.95 ;172.946312
20.90.58.001;DRIVING WHEEL 100 X 50;UND;172.99 ;172.9925
603.01.360.04;GRUPO DE PRESIÓN W000050140;UND;173.15 ;173.145
601.01.207;MAMELUCOS IMPERMEABLES PARA EXTREMO con acolchado THINSUALTE 3M;UND;173.35 ;173.3515062
13.23.05.002;RELE HFV4  024-1Z6SG   24V DC 20A/10A;UND;175.00 ;175
15.51.002;Gatillo - completo incl pos. 3 (GEMA - 1001 341);UND;178.24 ;178.2411108
